번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
3658,광개토태왕 광장,광개토태왕 광장,경기도,구리시,기타,경기도 구리시,,,경기도 구리시 아차산로 356,경기도 구리시 교문동 468-1,경기도 구리시청,031-550-2304,37.587111,127.131061,2020-07-30
3659,늘푸른공원,늘푸른공원,경기도,구리시,편의시설,경기도 구리시,,,경기도 구리시 건원대로34번길 34,경기도 구리시 인창동 674-2,경기도 구리시청,031-550-2304,37.604532,127.143861,2020-07-30
3660,부양공원,부양공원,경기도,구리시,편의시설,경기도 구리시,,,경기도 구리시 장자대로 89-2,경기도 구리시 수택동 854-1,경기도 구리시청,031-550-2304,37.590453,127.142006,2020-07-30
3661,구리토평가족  캠   핑장,구리토평가족  캠   핑장,경기도,구리시,기타,경기도 구리시,,,경기도 구리시 왕숙천로 11-138,경기도 구리시 토평동 51-6,경기도 구리시청,031-550-2304,37.586348,127.157475,2020-07-30
3662,롯데백화점 버스정류장,롯데백화점 버스정류장,경기도,구리시,교통시설,경기도 구리시,,,경기도 구리시 경춘로 268,경기도 구리시 수택동 400-8,경기도 구리시청,031-550-2304,37.602061,127.143617,2020-07-30
3663,돌다리 버스정류장,돌다리 버스정류장,경기도,구리시,교통시설,경기도 구리시,,,경기도 구리시 경춘로 202,경기도 구리시 수택동 370-6,경기도 구리시청,031-550-2304,37.600183,127.138022,2020-07-30
3664,한양대구리병원 버스정류장,한양대구리병원 버스정류장,경기도,구리시,교통시설,경기도 구리시,,,경기도 구리시 경춘로 162,경기도 구리시 교문동 216,경기도 구리시청,031-550-2304,37.600464,127.133319,2020-07-30
3665,구리역버스정류장,구리역버스정류장,경기도,구리시,교통시설,경기도 구리시,,,경기도 구리시 건원대로34번길 32-20,경기도 구리시 인창동 316-10,경기도 구리시청,031-550-2304,37.602886,127.141739,2020-07-30
3666,교문사거리 버스정류장,교문사거리 버스정류장,경기도,구리시,교통시설,경기도 구리시,,,경기도 구리시 경춘로 111,경기도 구리시 교문동 266,경기도 구리시청,031-550-2304,37.600935,127.127617,2020-07-30
3667,딸기원 버스정류장,딸기원 버스정류장,경기도,구리시,교통시설,경기도 구리시,,,경기도 구리시 경춘로 53,경기도 구리시 교문동 305-4,경기도 구리시청,031-550-2304,37.601024,127.121353,2020-07-30
3668,구리시청.구리아트홀 버스정류장,구리시청.구리아트홀 버스정류장,경기도,구리시,교통시설,경기도 구리시,,,경기도 구리시 아차산로 439,경기도 구리시 교문동 127-13,경기도 구리시청,031-550-2304,37.594408,127.130784,2020-07-30
3669,구리경찰서 버스정류장,구리경찰서 버스정류장,경기도,구리시,교통시설,경기도 구리시,,,경기도 구리시 아차산로 359,경기도 구리시 교문동 462-3,경기도 구리시청,031-550-2304,37.587102,127.129748,2020-07-30
3670,구리시배드민턴장,구리시배드민턴장,경기도,구리시,편의시설,경기도 구리시,,,경기도 구리시체육관로113번길8　,경기도 구리시 토평동 51-6,경기도 구리시청,031-550-2304,37.58661463,127.1581208,2020-07-30
3671,구리시립테니스장,구리시립테니스장,경기도,구리시,편의시설,경기도 구리시,,,경기도 구리시 왕숙천로 11-140,경기도 구리시 토평동 51-6,경기도 구리시청,031-550-2304,37.58661463,127.1581208,2020-07-30
3672,종합사회복지관,종합사회복지관,경기도,구리시,서민·복지시설,경기도 구리시,,,경기도 구리시 벌말로 129번길 50,경기도 구리시 토평동 984,경기도 구리시청,031-550-2304,37.58919687,127.14639,2020-07-30
3673,버스정류장,인창주공1단지(마을)(22037),경기도,구리시,교통시설,경기도 구리시,,,경기도 구리시 동구동 인창주공1단지(마을)(22037) 정류장,경기도 구리시 동구동 인창주공1단지(마을)(22037) 정류장,경기도 구리시청,031-550-2304,37.609095,127.138402,2020-07-30
3674,호수마을아파트.그린 (18257),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 단원구 광덕1로 80,경기도 안산시 단원구 초지동 731-1,KT,18994876,37.308239,126.818518,2021-03-25
3675,고잔역앞(18288),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 단원구 중앙대로 784,경기도 안산시 단원구 고잔동 289-48,KT,18994876,37.317087,126.824140,2021-03-25
3676,중앙초등학교앞(18354),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 단원구 예술대학로 50,경기도 안산시 단원구 고잔동 673-1,SKB,18994876,37.320893,126.837766,2021-03-25
3677,중앙동행정복지센터(18351),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 단원구 당곡1로 9,경기도 안산시 단원구 고잔동 675,SKB,18994876,37.324040,126.837256,2021-03-25
3678,원곡고(18136),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 단원구 화랑로 15,경기도 안산시 단원구 원곡동 989,SKB,18994876,37.333669,126.796763,2021-03-25
3679,뱅골(18084),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 단원구 중앙대로 358,경기도 안산시 단원구 신길동 952-1,SKB,18994876,37.332671,126.779796,2021-03-25
3680,신안산대학교(18201),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 단원구 신안산대학로 135,경기도 안산시 단원구 초지동 793,SKB,18994876,37.311145,126.809997,2021-03-25
3681,군자시장 (18132),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 단원구 화랑로 32,경기도 안산시 단원구 원곡동 762,SKB,18994876,37.331721,126.796186,2021-03-25
3682,선부주공9단지(18182),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 단원구 선부광장1로 7,경기도 안산시 단원구 선부동 967-2,SKB,18994876,37.335103,126.806683,2021-03-25
3683,월드아파트앞(17241),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 본오로 165,경기도 안산시 상록구 본오동 881-18,SKB,18994876,37.300431,126.866753,2021-03-25
3684,사동주유소건너편(17064),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 항가울로 16,경기도 안산시 상록구 사동 1418-2,SKB,18994876,37.283306,126.847442,2021-03-25
3685,동진주택(17123),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 초당로 54,경기도 안산시 상록구 사동 1398-1,SKB,18994876,37.284708,126.853436,2021-03-25
3686,우성아파트정문(17239),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 본오로 145,경기도 안산시 상록구 본오동 872-20,SKB,18994876,37.297711,126.866575,2021-03-25
3687,한국선진학교(17230),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 본오로 34,경기도 안산시 상록구 본오동 719-14,SKB,18994876,37.287941,126.866282,2021-03-25
3688,새마을금고앞(18359),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 단원구 예술대학로 139,경기도 안산시 단원구 고잔동 634-7,SKB,18994876,37.329447,126.838398,2021-03-25
3689,성포중학교(17109),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 월피로 73,경기도 안산시 상록구 월피동 459,SKB,18994876,37.334743,126.851615,2021-03-25
3690,일동우체국(17455),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 성호로 31,경기도 안산시 상록구 일동 707-2,SKB,18994876,37.309230,126.867672,2021-03-25
3691,서원호텔입구(17110),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 용신로 262,경기도 안산시 상록구 사동 1201,SKB,18994876,37.303165,126.851466,2021-03-25
3692,반월역앞(17310),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 건건로 123,경기도 안산시 상록구 건건동 535-1,SKB,18994876,37.311797,126.904880,2021-03-25
3693,신안코아(17236),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 반석로 54,경기도 안산시 상록구 본오동 871,SKB,18994876,37.293995,126.866429,2021-03-25
3694,신안코아건너편(17234),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 본오로 102,경기도 안산시 상록구 본오동 823-14,SKB,18994876,37.294121,126.866610,2021-03-25
3695,우성아파트건너편(17240),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 본오로 142,경기도 안산시 상록구 본오동 813-18,SKB,18994876,37.297560,126.866794,2021-03-25
3696,월드아파트앞(17243),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 본삼로 44,경기도 안산시 상록구 본오동 881-18,SKB,18994876,37.300334,126.866937,2021-03-25
3697,한양아파트후문(17190),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 석호로 274,경기도 안산시 상록구 본오동 881-24,SKB,18994876,37.293537,126.861034,2021-03-25
3698,스타프라자(17038),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 화랑로 510,경기도 안산시 상록구 성포동 583-3,LGU+,18994876,37.320395,126.843927,2021-03-25
3699,신안아파트(17220),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2020-06,경기도 안산시 상록구 석호로 314,경기도 안산시 상록구 본오동 862-4,LGU+,18994876,37.293396,126.865274,2021-03-25
3700,(주)아이아(18018),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 성곡로 87,경기도 안산시 단원구 성곡동 636-2 아이아1공장 앞,KT,18994876,37.318570,126.756287,2021-03-25
3701,N마트앞(18276),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 와동공원로 135,경기도 안산시 단원구 와동 805-2 N마트 앞,KT,18994876,37.343671,126.821337,2021-03-25
3702,TRW스터링(18114),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 산단로 70,경기도 안산시 단원구 원시동 780-3 TRW스티어링 앞,KT,18994876,37.307873,126.789343,2021-03-25
3703,각골공원,방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,,경기도 안산시 상록구 본오동 45-6,KT,18994876,37.293097,126.874934,2021-03-25
3704,각골운동장(17277),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 상록구 각골로 13,경기도 안산시 상록구 본오동 844-7 길건너편,KT,18994876,37.290624,126.872533,2021-03-25
3705,금강아파트(18303),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 광덕서로 43,경기도 안산시 단원구 고잔동 714 금강 101동 102동 앞,KT,18994876,37.308124,126.825814,2021-03-25
3706,꿈동산 공원,방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,,경기도 안산시 단원구 와동 765-6,KT,18994876,37.342148,126.823084,2021-03-25
3707,나염단지입구(18111),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 산단로 270,경기도 안산시 단원구 원시동 770 광신판지 앞,KT,18994876,37.318920,126.788633,2021-03-25
3708,내외전기조명(18576),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 중앙대로 216,경기도 안산시 단원구 신길동 420 앞,KT,18994876,37.334444,126.765545,2021-03-25
3709,놀애별 공원,방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,,경기도 안산시 상록구 본오동 818-6,KT,18994876,37.295679,126.868457,2021-03-25
3710,농수산물도매시장,전통시장,경기도,안산시,기타,안산시,Public WiFi Free,2021-02,경기도 안산시 상록구 충장로 312,경기도 안산시 상록구 이동 528,KT,18994876,37.309626,126.856900,2021-03-25
3711,농수산물도매시장(17170),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 상록구 도매시장로 33,경기도 안산시 상록구 이동 529-7 앞,KT,18994876,37.309922,126.859062,2021-03-25
3712,농수산물도매시장입구(17146),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 상록구 충장로 294,경기도 안산시 상록구 이동 589-1 앞,KT,18994876,37.307238,126.856977,2021-03-25
3713,늘봄 공원,방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,,경기도 안산시 단원구 와동 818,KT,18994876,37.338221,126.818217,2021-03-25
3714,능길운동장,운동장,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 만해로169번길 68,경기도 안산시 단원구 신길동 1053,KT,18994876,37.327190,126.763849,2021-03-25
3715,능길초등학교(18050),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 중앙대로 214,경기도 안산시 단원구 신길동 420-3 길건너편,KT,18994876,37.334739,126.765066,2021-03-25
3716,능안운동장,운동장,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 능안로 39-26,경기도 안산시 단원구 목내동 472,KT,18994876,37.320282,126.774432,2021-03-25
3717,다문화어울림 공원,방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,,경기도 안산시 단원구 원곡동 795-1,KT,18994876,37.329023,126.790454,2021-03-25
3718,단원구청.단원보건소(18458),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 화랑로 250,경기도 안산시 단원구 초지동 666-8 단원구청 앞,KT,18994876,37.321768,126.815308,2021-03-25
3719,샘물공원(선부동),방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,,경기도 안산시 단원구 선부동 1105,KT,18994876,37.347295,126.816007,2021-03-25
3720,샘터공원,방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,,경기도 안산시 단원구 와동 778,KT,18994876,37.345209,126.822174,2021-03-25
3721,샛뿔(18064),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 신각길 148,경기도 안산시 단원구 신길동 658-2 앞,KT,18994876,37.335901,126.773665,2021-03-25
3722,서울예술대학(18364),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 예술대학로 171,경기도 안산시 단원구 고잔동 640 서울예대 입구,KT,18994876,37.331623,126.839091,2021-03-25
3723,서해아파트(18236),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 초지1로 78,경기도 안산시 단원구 초지동 741 서해아파트 2007동 앞,KT,18994876,37.301248,126.814517,2021-03-25
3724,석삼말공원,방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,,경기도 안산시 상록구 이동 544-2,KT,18994876,37.310452,126.862401,2021-03-25
3725,석수골운동장,운동장,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 선부로 96,경기도 안산시 단원구 선부동 1068,KT,18994876,37.340574,126.805754,2021-03-25
3726,석수공원,방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,,경기도 안산시 단원구 선부동 1025,KT,18994876,37.343250,126.804945,2021-03-25
3727,석수초등학교(18185),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 석수로 83,경기도 안산시 단원구 선부동 1041-3 앞,KT,18994876,37.343942,126.807289,2021-03-25
3728,선경아파트(17041),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 상록구 예술광장1로 131,"경기도 안산시 상록구 성포동 592 선경 6동,7동 앞",KT,18994876,37.326386,126.844401,2021-03-25
3729,선부2동주민센터(18170),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 지곡로 34,경기도 안산시 단원구 선부동 993-16 앞,KT,18994876,37.337903,126.803633,2021-03-25
3730,선부중학교(18246),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 달미로 95,경기도 안산시 단원구 선부동 1138 선부중학교 앞,KT,18994876,37.344515,126.815177,2021-03-25
3731,선부초등학교(18222),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 선부로 166,경기도 안산시 단원구 선부동 1085 공작한양 120동 앞,KT,18994876,37.338410,126.813047,2021-03-25
3732,선삼로공원,방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 선삼로 68,경기도 안산시 단원구 선부동 1123-7,KT,18994876,37.346855,126.811550,2021-03-25
3733,선암공원,방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,,경기도 안산시 상록구 본오동 925-2,KT,18994876,37.289352,126.862317,2021-03-25
3734,선일초등학교(18157),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 지곡로 60,경기도 안산시 단원구 선부동 998-14 앞,KT,18994876,37.339182,126.801327,2021-03-25
3735,성모공원,방범CCTV,경기도,안산시,편의시설,안산시,Public WiFi Free,2021-02,,경기도 안산시 상록구 월피동 462,KT,18994876,37.334335,126.852203,2021-03-25
3736,성안중학교(17080),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 상록구 석호로 81,경기도 안산시 상록구 사동 1538 앞,KT,18994876,37.303523,126.848254,2021-03-25
3737,풍림상가(18313),버스정류장,경기도,안산시,교통시설,안산시,Public WiFi Free,2021-02,경기도 안산시 단원구 화랑로 359,경기도 안산시 단원구 고잔동 853 고잔롯데캐슬 상가 앞,KT,18994876,37.321478,126.827175,2021-03-25
3738,상수도사업소,장안구 하광교동 416-1,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2016-01,경기도 수원시 장안구 광교산로 119(하광교동),경기도 수원시 장안구 하광교동 416-1,정보통신과,031-228-3000,37.30022113,127.0279268,2021-05-14
3739,도로교통관리사업소,권선구 고색동 886-70,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2016-01,경기도 수원시 권선구 서부로 1600(고색동),경기도 수원시 권선구 고색동 886-70,정보통신과,031-228-3000,37.25239486,126.9764193,2021-05-14
3740,수원화성 화홍문,팔달구 북수동 9000-1,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-01,,경기도 수원시 팔달구 북수동 9000-1,통신사,031-228-3000,37.287229,127.017789,2021-05-14
3741,수원화성 방화수류정,팔달구 매향동 151,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-01,경기도 수원시 팔달구 수원천로392번길 44-6,경기도 수원시 팔달구 매향동 151,통신사,031-228-3000,37.28754004,127.018093,2021-05-14
3742,수원화성 용연,장안구 연무동 190,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-01,,경기도 수원시 장안구 연무동 190,통신사,031-228-3000,37.288299,127.019076,2021-05-14
3743,두레뜰공원,수원시 권선구 호매실동 1341,경기도,수원시,기타,KT,PublicWiFi@Suwon,2019-01,,경기도 수원시 권선구 호매실동 1341,정보통신과,031-228-3000,37.270742,126.944901,2021-05-14
3744,어울림공원,수원시 권선구 금곡동 1128,경기도,수원시,기타,KT,PublicWiFi@Suwon,2019-01,,경기도 수원시 권선구 금곡동 1128,정보통신과,031-228-3000,37.272681,126.956419,2021-05-14
3745,한일타운.경기일보.홈플러스(01125),수원시 장안구 조원동 892,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2019-01,,경기도 수원시 장안구 조원동 892,정보통신과,031-228-3000,37.303612,127.006588,2021-05-14
3746,고색뉴지엄,수원시 권선구 산업로 85 (고색동),경기도,수원시,교육시설,KT,PublicWiFi@Suwon,2019-01,경기도 수원시 권선구 산업로 85 (고색동),,정보통신과,031-228-3000,37.23999958,126.9740249,2021-05-14
3747,수원 구 부국원,수원시 팔달구 향교로 130 (교동),경기도,수원시,교육시설,KT,PublicWiFi@Suwon,2019-01,경기도 수원시 팔달구 향교로 130 (교동),,정보통신과,031-228-3000,37.27239224,127.0146122,2021-05-14
3748,망포1동행정복지센터,수원시 영통구 영통로90번길 4-16 (망포동),경기도,수원시,관공서,KT,PublicWiFi@Suwon,2019-01,경기도 수원시 영통구 영통로90번길 4-16 (망포동),,정보통신과,031-228-3000,37.23778825,127.0608427,2021-05-14
3749,수원종합버스터미널 대합실,수원시 권선구 권선동 1189,경기도,수원시,교통시설,KT,Public WiFi Free,2019-01,경기도 수원시 권선구 경수대로 270,경기도 수원시 권선구 권선동 1189,통신사,031-228-3000,37.25137546,127.0204423,2021-05-14
3750,서수원시외터미널 대합실,수원시 권선구 구운동 291,경기도,수원시,교통시설,KT,Public WiFi Free,2019-01,경기도 수원시 권선구 수인로 291,경기도 수원시 권선구 구운동 291,통신사,031-228-3000,37.28262879,126.9701447,2021-05-14
3751,광교중앙역 환승센터,수원시 영통구 이의동 177-18,경기도,수원시,교통시설,KT,Public WiFi Free,2019-01,경기도 수원시 영통구 도청로 45,경기도 수원시 영통구 이의동 177-18,통신사,031-228-3000,37.28825808,127.0518977,2021-05-14
3752,아주대시외버스정류장,수원시 영통구 매탄동153-3,경기도,수원시,교통시설,KT,Public WiFi Free,2019-01,경기도 수원시 영통구 중부대로 268,경기도 수원시 영통구 매탄동153-3,통신사,031-228-3000,37.27403528,127.0450236,2021-05-14
3753,우만동시외버스정류장,수원시 창룡대로 210번길 12,경기도,수원시,교통시설,KT,Public WiFi Free,2019-01,경기도 수원시 팔달구 창룡대로 210번길 12,,통신사,031-228-3000,37.29208892,127.0327912,2021-05-14
3754,수원시 여권민원실,수원시 팔달구 월드컵로 336,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2020-01,경기도 수원시 팔달구 월드컵로 336,,정보통신과,031-228-3000,37.28818905,127.0334436,2021-05-14
3755,수원역 지하도상가 11번출입구,경기도 수원시 팔달구 매산로1가 28-1,경기도,수원시,기타,KT,PublicWiFi@Suwon,2020-07,경기도 수원시 팔달구 매산로1가 28-1,,정보통신과,031-228-3000,37.267516,127.000194,2021-05-14
3756,수원역 지하도상가 13번출입구,경기도 수원시 팔달구 향교로24,경기도,수원시,기타,KT,PublicWiFi@Suwon,2020-07,경기도 수원시 팔달구 향교로24,,정보통신과,031-228-3000,37.267418,127.001240,2021-05-14
3757,수원역 로데오거리,경기도 수원시 팔달구 향교로24,경기도,수원시,기타,KT,PublicWiFi@Suwon,2020-07,경기도 수원시 팔달구 향교로24,,정보통신과,031-228-3000,37.268274,127.003678,2021-05-14
3758,NH농협은행 수원역지점 앞,경기도 수원시 팔달구 향교로37,경기도,수원시,기타,KT,PublicWiFi@Suwon,2020-07,경기도 수원시 팔달구 향교로37,,정보통신과,031-228-3000,37.268833,127.004901,2021-05-14
3759,향교로3번길 나들가게해피타임 앞,경기도 수원시 팔달구 갓매산로71번길 10,경기도,수원시,기타,KT,PublicWiFi@Suwon,2020-07,경기도 수원시 팔달구 갓매산로71번길 10,,정보통신과,031-228-3000,37.269300,127.002782,2021-05-14
3760,향교로3번길 some모텔앞,경기도 수원시 팔달구 향교로3번길 35-3,경기도,수원시,기타,KT,PublicWiFi@Suwon,2020-07,경기도 수원시 팔달구 향교로3번길 35-3,,정보통신과,031-228-3000,37.269050,127.001736,2021-05-14
3761,매산지구대 입구,경기도 수원시 팔달구 향교로3번길 10,경기도,수원시,기타,KT,PublicWiFi@Suwon,2020-07,경기도 수원시 팔달구 향교로3번길 10,,정보통신과,031-228-3000,37.267983,127.001745,2021-05-14
3762,수원역 9번출구 앞 횡단보도,경기도 수원시 팔달구 매산로1가 104,경기도,수원시,기타,KT,PublicWiFi@Suwon,2020-07,경기도 수원시 팔달구 매산로1가 104,,정보통신과,031-228-3000,37.266950,127.002300,2021-05-14
3763,수원 역전시장주차장 출입구 앞,경기도 수원시 팔달구 덕영대로943번길20,경기도,수원시,기타,KT,PublicWiFi@Suwon,2020-07,경기도 수원시 팔달구 덕영대로943번길20,,정보통신과,031-228-3000,37.265258,127.002485,2021-05-14
3764,수원 역전시장 GATE8 앞,경기도 수원시 팔달구 덕영대로943번길36,경기도,수원시,기타,KT,PublicWiFi@Suwon,2020-07,경기도 수원시 팔달구 덕영대로943번길36,,정보통신과,031-228-3000,37.266198,127.002997,2021-05-14
3765,매산시장 골목길 앞,경기도 수원시 팔달구 매산로20번길 10,경기도,수원시,기타,KT,PublicWiFi@Suwon,2020-07,경기도 수원시 팔달구 매산로20번길 10,,정보통신과,031-228-3000,37.267306,127.003570,2021-05-14
3766,원천호수 수변쉼터-1,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.279069,127.065846,2021-05-14
3767,원천호수 신비한 물너미,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.279572,127.065034,2021-05-14
3768,원천호수 어린이놀이터/실개울,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.280053,127.065575,2021-05-14
3769,원천호수 나루터,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.281747,127.064321,2021-05-14
3770,원천호수 수질개선시설 앞,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.282048,127.064474,2021-05-14
3771,원천호수 수변산책로,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.284367,127.063292,2021-05-14
3772,원천호수 바닥분수,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.284281,127.060631,2021-05-14
3773,원천호수 어번레비 화장실 앞,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.283060,127.060081,2021-05-14
3774,원천호수 물보석분수 입구,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.281589,127.059873,2021-05-14
3775,원천호수 초화원,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.279076,127.060405,2021-05-14
3776,원천호수 거울못,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.276578,127.061452,2021-05-14
